,MOFA_shared_Factor1,MOFA_shared_Factor2,MOFA_shared_Factor3,MOFA_shared_Factor4,MOFA_shared_Factor5
TCGA.C8.A26Y,1.8194956343936652,-1.3346410106097233,0.29719311077310945,-0.7157809243567429,-1.0200360490209612
TCGA.C8.A26Z,-2.7143543783539084,-1.8438402707905392,-1.1379130575664433,-0.35732051262550374,1.1231474211196637
TCGA.C8.A273,-1.4584561288846514,-0.8446797749892407,1.2551151875493831,0.6627104392774315,1.122772098612503
TCGA.C8.A274,-2.6497312683005747,-1.2737293106914747,2.196954664714317,0.6854565995121371,-2.325413496231266
TCGA.C8.A275,1.1648749032567454,-0.5354472720611028,2.9334542464387034,-2.600054003518051,-1.06580164730806
TCGA.C8.A278,1.39906596122915,-0.5343314314011266,2.205111363981094,-2.802761911073669,-1.297006591965525
TCGA.C8.A27A,-1.8632328974252734,-3.5555745884048853,0.9012063626797714,-0.15257550382865384,3.9112744748328336
TCGA.C8.A27B,4.776254816606642,-3.0594123966330633,-0.4595738804085462,-0.5145030291999586,0.5935040321460543
TCGA.C8.A3M7,0.8718607952577013,2.3014526140510396,0.8595278182258423,0.5549715343073512,-1.5875363930741808
TCGA.C8.A3M8,-1.8735538996636438,-0.5108883237284574,2.9578075443400533,1.467954278189556,1.0596327977593039
TCGA.D8.A1J8,-0.8781202824395637,-0.9376491782113077,3.1587526327070505,-2.3996040479829612,-1.0026295149081539
TCGA.D8.A1J9,-1.3227454488489965,-1.306919005606309,2.184077714687667,-0.21700455705183788,-2.514640170142975
TCGA.D8.A1JA,-1.080124728112797,-3.7032600976384744,-0.2858689645355767,-1.6380949001089251,-2.8188460038888845
TCGA.D8.A1JB,1.3893521791697938,2.7372818463070403,0.09796939843657934,-0.597426814183348,1.1887028181244226
TCGA.D8.A1JC,-0.7107357935887424,-1.2463306041968756,-1.3618837264394887,-2.0215708555962344,-0.014504905841788849
TCGA.D8.A1JD,-1.1273495735554833,-0.9102312993022531,-0.391462908590042,-1.3109296760461664,-0.798387641721814
TCGA.D8.A1JE,-1.6158654682130642,-0.5740848338395201,-2.2127766206214927,-0.015928426316676434,-0.0726019445019301
TCGA.D8.A1JF,0.5453509608667186,-1.6491045865990086,1.6652085677073578,-2.520290287875439,-3.19732041841792
