,MOFA_methylation_Factor1,MOFA_methylation_Factor2,MOFA_methylation_Factor3,MOFA_methylation_Factor4,MOFA_methylation_Factor5
TCGA.AC.A23E,-1.3581960473529757,-0.5743216525338845,-0.09623668096993407,-0.1366017707408297,1.04444957161181
TCGA.AC.A23G,1.008033270694491,0.08245733037160653,0.7274104692716791,-0.2756333877377128,1.1598056138620072
TCGA.AC.A23H,-1.9828717326616319,4.9953305665092325,-1.9815075080927536,-1.3711492583987293,-0.15477710864527935
TCGA.AC.A2B8,-0.3809031922760613,-0.4855673087528057,-0.5703827561353954,-0.11955236790952391,1.2410494505625949
TCGA.AC.A2BK,3.623452077328164,-0.07789950368950495,-3.1207276219168514,2.2918920382197623,-1.6296138979720904
TCGA.AC.A2BM,-1.4407397288326933,0.5308924825957336,0.22580730763154008,-1.8742850964511417,-1.9055783004255167
TCGA.AC.A2FB,1.5326941411592019,1.181115450548426,1.143489044705543,-1.3658813151924902,1.116370013918119
TCGA.AC.A2FE,0.18798174317337088,2.1882955606516465,0.9093274417896736,-0.6648629023721321,1.0378776250631665
TCGA.AC.A2FF,1.8318233230886847,0.02805157500978245,1.7836566604088113,-1.1265390166689673,0.6991903002692597
TCGA.AC.A2FG,-0.32171647830500905,-1.4497771142967402,0.4460510474234935,0.43068007297820504,1.3653511550705522
TCGA.AC.A2FM,-3.765104993461598,3.380833241606707,1.212169418061982,-0.6275087444291616,-2.100857298674559
TCGA.AC.A2FO,0.362727756744456,0.9919072898169248,-0.4411045738978493,-1.626828865465603,1.0048107073218244
TCGA.AC.A2QH,2.726566909827911,-0.8954024525242665,-1.1072484975591543,-0.518652231688684,-2.0898514812211624
TCGA.AC.A2QI,-0.35676036756290214,-1.8389012650769794,-1.4234878810091827,-0.26427378401342977,1.4804420152986504
TCGA.AC.A2QJ,3.5880230453593636,-1.436418170604414,-1.0134777193772155,-0.7455897340859694,0.4490490802235921
TCGA.AC.A3BB,0.27406143010324036,0.17324142441897258,0.43560945140688134,-0.6813498183460069,1.5465983936222671
TCGA.AC.A3EH,-2.845801858321732,0.885542599148856,-1.3609725231783338,1.8975280752862536,1.4169526911587538
TCGA.AC.A3HN,0.2403639982326197,-0.13982963129739212,2.059207329800602,-0.3158554095931084,0.8863803765547059
TCGA.AC.A3OD,-0.11793868275283972,2.1012677717781645,1.9044164933328303,-0.11262436191976903,0.5899867251883509
TCGA.AC.A3QP,0.8918787723991981,-0.5565804606927675,1.0737097348276152,0.08106838483532634,0.6918171528129003
TCGA.AC.A3QQ,-1.872753214994926,-0.95915503610383,-1.4865526605701456,-0.6361406139303799,1.4335459127951695
TCGA.AC.A3TM,-1.1321879769666512,-0.1091092955304095,1.053547937893078,0.6112082602791685,0.8189732964269119
TCGA.AC.A3TN,-2.9765607150618556,-0.09457213363834834,1.0288164957676604,1.2579299223332123,0.9188364243485584
TCGA.AC.A3W5,0.264138806524001,1.1697289468205503,-1.153638332174204,-0.3295810752183515,1.4325364162238903
TCGA.AC.A3W6,0.6326730427980631,0.38863475754244486,0.408621835319783,-0.41631879434050273,1.4592432013442556
