,methylation_PC1,methylation_PC2,methylation_PC3,methylation_PC4,methylation_PC5
TCGA.AR.A24K,-22.92880809402448,1.2550735607031105,11.196792500550076,21.906350181466895,2.313439467645588
TCGA.AR.A24L,-0.4454152198688325,-5.8515166967407435,5.051236335732264,-16.284313625274212,-10.107675474892938
TCGA.AR.A24M,-17.205997392504226,-6.847598941973189,8.743899130740887,0.023334568052894245,5.213695507281986
TCGA.AR.A24N,-22.929592547133137,19.516344151494774,-3.5431594952555687,12.14781397100835,13.29682129163018
TCGA.AR.A24O,6.637642368615308,-4.4289285151013065,9.361597645442908,-5.949562651941879,2.6921680592543202
TCGA.AR.A24P,-5.379362457070737,8.678524683047918,13.55463519476067,10.548531941460709,3.5287689514059384
TCGA.AR.A24Q,37.05563963968917,-3.262805452296814,-6.691981532958094,5.99628808708044,-8.349472794990987
TCGA.AR.A24R,-20.721290541556762,11.841416573016769,-4.847072029162031,-3.336847811309735,-2.7121011866172267
TCGA.AR.A24S,4.83724647490035,-25.162600730571654,-10.600949164512649,-3.4050142146400084,3.4604776452940156
TCGA.B6.A1KC,-21.08472525292124,19.788787070350033,-8.18893644045164,-9.318953078702465,-21.343215337979757
TCGA.B6.A1KF,26.16790823535404,8.510805500955708,-18.281441605568926,17.691815154460638,-4.906612686115847
TCGA.B6.A1KI,-2.8120828434414684,-12.316257468006825,9.306474752722835,-3.984724760551661,5.746864328176659
TCGA.B6.A1KN,-19.90931502807918,3.142821316920332,-15.578522877615551,0.5104717782508744,0.9354863586058418
TCGA.B6.A2IU,-16.36376833711464,-9.621332323560598,-5.656844813561956,-8.6328357205163,8.028004115199305
TCGA.BH.A0AU,-3.7482899566797037,0.32763521362675346,11.197654194936932,-5.868385152883792,-9.753277936526644
TCGA.BH.A0AZ,-1.2751461560937307,-6.945730917253331,4.7462134722752864,-3.053809067332339,-2.48287866290763
TCGA.BH.A0B5,-22.7178708811239,2.1789992717725557,-4.0515508518771455,-5.594375054625194,8.180725041304425
TCGA.BH.A0B6,4.2011239399455755,2.121807831082261,-2.043775435882095,-8.05917923165524,3.697036922087748
TCGA.BH.A0BF,6.119139020697712,8.236754662245799,-5.43388012236415,-6.48775518824107,6.981359997101849
TCGA.BH.A0BS,-18.560764919256012,-21.058659268111672,6.523795263768302,2.536607321796744,6.951376604836839
TCGA.BH.A0BZ,-8.53138534313629,22.768224037828016,-12.39801893742161,-12.490357345656577,-1.179654428084854
TCGA.BH.A0C3,10.89657787818749,1.778604061498907,7.695638322122371,-14.486006400842477,-0.725155270276474
TCGA.BH.A0DD,-32.911655906274646,-12.113421047929121,-19.00464128738191,4.581632619677206,5.381071740493676
TCGA.BH.A0DG,4.03948718832007,12.38484370404692,8.630756286689289,-3.1982414775010923,-4.103665590299358
TCGA.BH.A0DI,7.051920492261203,14.352472837831453,5.648114897594446,0.45783890213724854,0.7561031594416332
TCGA.BH.A0DV,12.069126897951952,2.3933337898781497,10.745293957439074,-4.02158844103164,5.488135575868655
