,Concatenated_PC1,Concatenated_PC2,Concatenated_PC3,Concatenated_PC4,Concatenated_PC5
TCGA.B6.A1KF,39.38208063599978,-33.32238147901257,0.6357241157968218,22.840949030944337,-21.281426768258445
TCGA.B6.A1KI,-14.083338580284089,12.646744986843203,-16.428686778617422,1.9490772226353645,-7.682364418709958
TCGA.B6.A1KN,-12.745551668282886,-13.336101660339946,12.523288163760506,-14.286524138528492,-9.21589826971863
TCGA.B6.A2IU,-24.203913159692032,7.56765962193566,-9.209883186578026,-2.78902440341479,-3.013235639207244
TCGA.BH.A0AU,-8.308528264935818,7.411428267921119,1.658822500570336,0.3373375539639808,9.853979306881666
TCGA.BH.A0AZ,-4.334395580872564,15.24784518207905,-8.088890965551562,0.21898632398339374,-3.452016930466755
TCGA.BH.A0B5,-23.237494020734683,10.231328860056939,6.392727669257808,-6.195281104700693,-7.907370468599779
TCGA.BH.A0B6,4.303660364510232,11.965128502229048,9.356517822058306,-18.454674230392968,6.788997604717786
TCGA.BH.A0BF,9.407110520061908,7.620208821266153,13.63931720937715,-15.731579503182626,0.330361697359035
TCGA.BH.A0BS,-28.313989679424452,-2.0106221608856587,-24.54782565459041,2.726993625606747,-8.908891808127525
TCGA.BH.A0BZ,-4.093383337201328,-5.235146144468615,30.14919275203758,-11.730445599727894,6.446844691995437
TCGA.BH.A0C3,7.752547450381025,18.4836832092624,4.665122930154321,-8.781184571128694,12.144211980767746
TCGA.BH.A0DD,-33.38336282882636,-23.818199831036708,-4.9893822736760605,-16.43687475168814,-2.277784528050168
TCGA.BH.A0DG,4.176112104116765,15.629866899638163,12.355191711504013,1.5235012199196027,2.1851714060732497
TCGA.BH.A0DI,9.063797186233751,18.714072357718308,14.373579702886657,3.3340047481126236,-4.099594898314328
TCGA.BH.A0DV,7.30842359711725,30.479662974625636,-0.41711883287868506,1.4269228821793096,-6.891056509108582
TCGA.BH.A0E2,-15.921988772876945,0.24061354771843604,12.615885222495683,12.749186247856212,7.92111293303048
TCGA.BH.A0H3,0.0021696313764664093,22.063646561288028,1.5174489238274995,8.838345589227147,-6.319061705992784
TCGA.BH.A0HA,-18.31388988110828,12.502984438799112,8.165968981774297,2.3031002093387873,7.540879457119095
TCGA.BH.A0HN,-40.524348907929685,-12.893825101160857,-16.57913083958716,3.176801302401235,-9.079714483399554
TCGA.BH.A1EN,-16.256549671100583,-32.04876068230064,23.49252376504824,-0.8639265991134216,-15.742286208793184
TCGA.BH.A1EO,-13.226323879516304,1.9507970071498253,14.752482347716525,-5.593822804992797,-5.714240410206521
TCGA.BH.A1ES,-19.874645935957734,-7.23260330104717,7.028058506645065,20.13170546597595,12.038755835363714
TCGA.BH.A1ET,-24.860191463603595,9.381006071799575,-14.165415870732241,-7.712881061379354,-5.217353805931419
TCGA.BH.A1EU,6.925909119562414,28.281924110380334,-2.457091179925874,-4.150538688117804,6.82624238681668
TCGA.BH.A1EV,-13.88515372716445,-7.946099848944016,-0.44931910349091436,3.4586366348359863,-25.64396417837778
TCGA.BH.A1EW,-3.8720870699456205,11.187935650635943,13.67911052966485,-0.10323319665880379,1.652046176855088
