,MOFA_RNAseq_Factor1,MOFA_RNAseq_Factor2,MOFA_RNAseq_Factor3,MOFA_RNAseq_Factor4,MOFA_RNAseq_Factor5
TCGA.A2.A3XY,-3.625349246831476,1.9491497107902431,-1.0811460106865745,0.7334549608097825,-0.1210001457208327
TCGA.A2.A3XZ,-1.0476895252994682,1.6590529061191812,1.3306959198129886,1.205691087742378,-1.6992394591300142
TCGA.A2.A3Y0,-4.264105249614625,-1.4904098876386924,0.7344722255875212,1.319730667272519,-2.472137154309123
TCGA.A2.A4RW,0.7191355711673418,1.7185299415327193,-0.11022634913724072,0.05360479143339008,-0.1139484019627119
TCGA.A2.A4RX,-3.4295039586988625,2.0073959703077935,-1.1536428377286394,-0.6268827908540261,1.0710134152551634
TCGA.A2.A4S0,2.5036949444108054,-2.27367906505298,-2.614870379768005,3.0240845580656934,1.7940308410244012
TCGA.A2.A4S2,0.804094798332418,1.5190156092004807,0.5263239611709414,0.48756191730188597,-0.8345517833832403
TCGA.A2.A4S3,-0.15494763353440225,-0.678656947212168,1.6612231203588348,0.8207549175652316,-0.9060761780895943
TCGA.A7.A13D,-3.9062642380931947,-2.60543967520213,-3.563715450040821,-1.3219483058727386,0.14700881342995636
TCGA.A7.A13E,-4.223202978155345,-2.4533021983097996,-2.8625508980093937,0.12957299817972948,0.23970398900583706
TCGA.A7.A13F,1.6166496247649877,-1.5326423689324362,-1.7559693292451377,0.20044593189426715,0.5591706392333288
TCGA.A7.A13G,2.2737939679134764,-0.9672843648446257,-2.130296495566387,-1.341253204489868,-0.7106320713568158
TCGA.A7.A13H,0.4701207677250226,2.8722190821255555,-0.1792672746330933,-0.14815652217341094,-0.9693197444094067
TCGA.A7.A26E,1.3995695308620155,0.7789612328598796,-0.9189374398802451,-2.315574895639385,0.8094369491691485
TCGA.A7.A26F,-3.2313326035585783,-1.0869162959506362,2.0018993668309286,-2.640609860448475,0.12620316105332247
TCGA.A7.A26G,-2.8084354923525354,1.2513371196391447,0.7614422980590076,-1.285451941559323,1.9123061749576422
TCGA.A7.A26H,0.9952681719227052,0.8186334974196593,1.0310062185984552,-1.2905915581380552,0.20208211857273922
TCGA.A7.A26I,-3.431330658986149,-1.925568129197585,-1.2541740241158914,-1.7525298078814697,1.3392975833631138
TCGA.A7.A26J,1.1016697686476995,-0.1315182633744297,-0.09278350080553704,-1.2013608882300983,1.0392262305123305
TCGA.A7.A2KD,0.3542334960175106,-0.05541316812917177,1.7470265334932367,-0.6810866088576089,0.028741704437411635
TCGA.A7.A3IY,0.10467395254783754,0.4118259942169303,-1.8437769230299537,0.2941362931195747,-0.19690387762594472
TCGA.A7.A3IZ,2.5323572525052938,-1.9599196685401654,-1.1818824959224652,0.9676817197770854,1.452313636877875
TCGA.A7.A3J0,0.5980398333188149,-0.5883338585429728,-0.6090297059790856,2.892904548567475,1.7421051115650608
TCGA.A7.A3J1,1.2049902749550805,2.94295060787107,0.8062128815947438,0.7383487662773018,-0.6021760777465086
TCGA.A7.A3RF,2.3498752189548355,-3.2100075894593725,-2.0567303545059783,2.7588230912088982,0.9981140044193846
TCGA.A7.A425,0.8725240391029567,2.685184054018301,-2.3830086236532564,-0.24935166611963144,-2.2233269819353687
TCGA.A7.A426,0.7966519649764129,3.856179308742258,-2.4503990566530245,0.35278018984235626,-1.1021399444456765
TCGA.A7.A4SA,0.4721366563376208,2.5648217343511233,0.45888458040960683,1.053799223690931,-0.09108769167438423
TCGA.A7.A4SB,1.4113638995630498,0.3219672897503785,-2.6543456501408493,0.7198477759160976,-0.36330569597268186
TCGA.A7.A4SC,0.6527328583305053,2.524912524534217,-0.6720929549784688,-0.6981269395911536,-0.30837670431184633
TCGA.A7.A4SD,-4.16772868271819,-1.0953939596574302,1.012465737974709,0.21628928869493458,-0.4938720583822818
TCGA.A7.A4SE,-3.3983509812599544,0.5075878290213192,-2.127533705167466,-0.82462198434111,0.13409021397266707
TCGA.A7.A4SF,0.8115306957158847,-1.6905797005973888,1.6769910514982633,0.7884042435904047,-1.534039619526332
TCGA.A7.A5ZV,-3.9019330756462858,-2.538419452708321,-3.5975118092266074,0.983582286518729,-0.5060624717773596
TCGA.A7.A5ZW,0.5762132698685709,2.101171692038609,-0.6111171219277507,-1.3268870194146403,-0.5023339976548358
TCGA.A7.A5ZX,0.7919896030951535,2.5201358916390153,-3.268408770422211,-1.2237565206881817,-0.7106419781111972
TCGA.AC.A23C,0.5119673681129288,0.9514963698708843,1.3304469235486047,-1.2350255805108294,-0.011709395431505055
TCGA.AC.A23E,0.9707634929626774,-0.9942533383222123,-0.1377526723504437,-2.9886190001917194,0.4480013741178565
TCGA.AC.A23G,-0.1577538655390582,2.1514341364528202,-1.1727455127365078,-1.609236749462375,-0.1479490685863596
TCGA.AC.A23H,-0.0443601280873709,-3.323953272492427,1.1289895493547353,-2.4268386494244467,-0.5984628217790069
TCGA.AC.A2B8,1.1369058802589782,1.9135369477155342,0.4779535160863645,-1.2724452771728239,0.27622847766826575
TCGA.AC.A2BK,-3.4855370891824715,-3.5473664527907585,-2.641698220830854,1.406600603568245,1.572031604930499
TCGA.AC.A2BM,1.61273936008077,-0.8066477713181774,1.149734257801879,2.368167992886021,1.5267131971569992
TCGA.AC.A2FB,0.11095784028805177,3.5557016854051824,1.287238319885454,0.5312453802491055,0.42799863987035397
TCGA.AC.A2FE,0.7123350899480624,2.546913377609049,1.2218026274750102,0.5661219270437173,-0.7800832958943233
TCGA.AC.A2FF,0.09966958546321222,4.02272360167111,-0.19215414414259357,-0.4567198666109804,1.2172445581747484
TCGA.AC.A2FG,0.8565556843474409,3.3169187035011385,-2.5211653900646995,-0.8886832530308966,-0.2638581416438622
